date,state,dose,daily_vac
2021-12-02,Perlis,1st Booster,411
2021-12-02,Penang,1st Booster,8211
2021-12-02,Sabah,1st Booster,3318
2021-12-02,Sarawak,1st Booster,20846
2021-12-02,Selangor,1st Booster,32394
2021-12-02,Terengganu,1st Booster,3680
2021-12-02,Kuala Lumpur,1st Booster,18712
2021-12-02,Labuan,1st Booster,393
2021-12-02,Putrajaya,1st Booster,525
2021-12-03,Johor,1st Booster,7900
2021-12-03,Kedah,1st Booster,8076
2021-12-03,Kelantan,1st Booster,1000
2021-12-03,Melaka,1st Booster,4342
2021-12-03,Negeri Sembilan,1st Booster,5114
2021-12-03,Pahang,1st Booster,5555
2021-12-03,Perak,1st Booster,7822
2021-12-03,Perlis,1st Booster,357
2021-12-03,Penang,1st Booster,8027
2021-12-03,Sabah,1st Booster,2640
2021-12-03,Sarawak,1st Booster,22401
2021-12-03,Selangor,1st Booster,27948
2021-12-03,Terengganu,1st Booster,1293
2021-12-03,Kuala Lumpur,1st Booster,14677
2021-12-03,Labuan,1st Booster,251
2021-12-03,Putrajaya,1st Booster,424
2021-12-04,Johor,1st Booster,3930
2021-12-04,Kedah,1st Booster,3709
2021-12-04,Kelantan,1st Booster,576
2021-12-04,Melaka,1st Booster,1237
2021-12-04,Negeri Sembilan,1st Booster,2105
2021-12-04,Pahang,1st Booster,2521
2021-12-04,Perak,1st Booster,3439
2021-12-04,Perlis,1st Booster,43
2021-12-04,Penang,1st Booster,4259
2021-12-04,Sabah,1st Booster,1880
2021-12-04,Sarawak,1st Booster,18410
2021-12-04,Selangor,1st Booster,11809
2021-12-04,Terengganu,1st Booster,1793
2021-12-04,Kuala Lumpur,1st Booster,7977
2021-12-04,Labuan,1st Booster,70
2021-12-04,Putrajaya,1st Booster,258
2021-12-05,Johor,1st Booster,5565
2021-12-05,Kedah,1st Booster,5300
2021-12-05,Kelantan,1st Booster,1178
2021-12-05,Melaka,1st Booster,934
2021-12-05,Negeri Sembilan,1st Booster,1601
2021-12-05,Pahang,1st Booster,1650
2021-12-05,Perak,1st Booster,1913
2021-12-05,Perlis,1st Booster,38
2021-12-05,Penang,1st Booster,3121
2021-12-05,Sabah,1st Booster,778
2021-12-05,Sarawak,1st Booster,10745
2021-12-05,Selangor,1st Booster,10080
2021-12-05,Terengganu,1st Booster,2133
2021-12-05,Kuala Lumpur,1st Booster,6876
2021-12-05,Labuan,1st Booster,0
2021-12-05,Putrajaya,1st Booster,285
2021-12-06,Johor,1st Booster,7850
2021-12-06,Kedah,1st Booster,7088
2021-12-06,Kelantan,1st Booster,1603
2021-12-06,Melaka,1st Booster,2681
2021-12-06,Negeri Sembilan,1st Booster,4571
2021-12-06,Pahang,1st Booster,4228
2021-12-06,Perak,1st Booster,6250
2021-12-06,Perlis,1st Booster,675
2021-12-06,Penang,1st Booster,6882
2021-12-06,Sabah,1st Booster,2341
2021-12-06,Sarawak,1st Booster,13406
2021-12-06,Selangor,1st Booster,18911
2021-12-06,Terengganu,1st Booster,2124
2021-12-06,Kuala Lumpur,1st Booster,10962
2021-12-06,Labuan,1st Booster,472
2021-12-06,Putrajaya,1st Booster,506
2021-12-07,Johor,1st Booster,11667
2021-12-07,Kedah,1st Booster,7725
2021-12-07,Kelantan,1st Booster,1778
2021-12-07,Melaka,1st Booster,4092
2021-12-07,Negeri Sembilan,1st Booster,5764
2021-12-07,Pahang,1st Booster,6223
2021-12-07,Perak,1st Booster,7776
2021-12-07,Perlis,1st Booster,969
2021-12-07,Penang,1st Booster,8528
2021-12-07,Sabah,1st Booster,3382
2021-12-07,Sarawak,1st Booster,17285
2021-12-07,Selangor,1st Booster,24760
2021-12-07,Terengganu,1st Booster,3563
2021-12-07,Kuala Lumpur,1st Booster,13288
2021-12-07,Labuan,1st Booster,291
2021-12-07,Putrajaya,1st Booster,482
2021-12-08,Johor,1st Booster,11444
2021-12-08,Kedah,1st Booster,8578
2021-12-08,Kelantan,1st Booster,1888
2021-12-08,Melaka,1st Booster,3618
2021-12-08,Negeri Sembilan,1st Booster,7071
2021-12-08,Pahang,1st Booster,7018
2021-12-08,Perak,1st Booster,6758
2021-12-08,Perlis,1st Booster,1029
2021-12-08,Penang,1st Booster,8930
2021-12-08,Sabah,1st Booster,2786
2021-12-08,Sarawak,1st Booster,16669
2021-12-08,Selangor,1st Booster,25416
2021-12-08,Terengganu,1st Booster,2909
2021-12-08,Kuala Lumpur,1st Booster,13902
2021-12-08,Labuan,1st Booster,240
2021-12-08,Putrajaya,1st Booster,492
2021-12-09,Johor,1st Booster,13900
2021-12-09,Kedah,1st Booster,9596
2021-12-09,Kelantan,1st Booster,2382
2021-12-09,Melaka,1st Booster,4092
2021-12-09,Negeri Sembilan,1st Booster,5809
2021-12-09,Pahang,1st Booster,6772
2021-12-09,Perak,1st Booster,8684
2021-12-09,Perlis,1st Booster,931
2021-12-09,Penang,1st Booster,9343
2021-12-09,Sabah,1st Booster,2797
2021-12-09,Sarawak,1st Booster,21133
2021-12-09,Selangor,1st Booster,27767
2021-12-09,Terengganu,1st Booster,3494
2021-12-09,Kuala Lumpur,1st Booster,15286
2021-12-09,Labuan,1st Booster,255
2021-12-09,Putrajaya,1st Booster,612
2021-12-10,Johor,1st Booster,10040
2021-12-10,Kedah,1st Booster,6977
2021-12-10,Kelantan,1st Booster,638
2021-12-10,Melaka,1st Booster,4357
2021-12-10,Negeri Sembilan,1st Booster,6143
2021-12-10,Pahang,1st Booster,5081
2021-12-10,Perak,1st Booster,7989
2021-12-10,Perlis,1st Booster,599
2021-12-10,Penang,1st Booster,8599
2021-12-10,Sabah,1st Booster,2703
2021-12-10,Sarawak,1st Booster,21912
2021-12-10,Selangor,1st Booster,25008
2021-12-10,Terengganu,1st Booster,1097
2021-12-10,Kuala Lumpur,1st Booster,15119
2021-12-10,Labuan,1st Booster,240
2021-12-10,Putrajaya,1st Booster,622
2021-12-11,Johor,1st Booster,6534
2021-12-11,Kedah,1st Booster,2329
2021-12-11,Kelantan,1st Booster,521
2021-12-11,Melaka,1st Booster,1242
2021-12-11,Negeri Sembilan,1st Booster,2317
2021-12-11,Pahang,1st Booster,2579
2021-12-11,Perak,1st Booster,3910
2021-12-11,Perlis,1st Booster,310
2021-12-11,Penang,1st Booster,5881
2021-12-11,Sabah,1st Booster,1916
2021-12-11,Sarawak,1st Booster,17293
2021-12-11,Selangor,1st Booster,13226
2021-12-11,Terengganu,1st Booster,2407
2021-12-11,Kuala Lumpur,1st Booster,8819
2021-12-11,Labuan,1st Booster,97
2021-12-11,Putrajaya,1st Booster,271
2021-12-12,Johor,1st Booster,7287
2021-12-12,Kedah,1st Booster,3215
2021-12-12,Kelantan,1st Booster,1261
2021-12-12,Melaka,1st Booster,1141
2021-12-12,Negeri Sembilan,1st Booster,2772
2021-12-12,Pahang,1st Booster,1989
2021-12-12,Perak,1st Booster,3029
2021-12-12,Perlis,1st Booster,332
2021-12-12,Penang,1st Booster,5172
2021-12-12,Sabah,1st Booster,1215
2021-12-12,Sarawak,1st Booster,13536
2021-12-12,Selangor,1st Booster,13486
2021-12-12,Terengganu,1st Booster,3197
2021-12-12,Kuala Lumpur,1st Booster,7784
2021-12-12,Labuan,1st Booster,3
2021-12-12,Putrajaya,1st Booster,283
2021-12-13,Johor,1st Booster,12513
2021-12-13,Kedah,1st Booster,6826
2021-12-13,Kelantan,1st Booster,2380
2021-12-13,Melaka,1st Booster,3995
2021-12-13,Negeri Sembilan,1st Booster,6085
2021-12-13,Pahang,1st Booster,3908
2021-12-13,Perak,1st Booster,6458
2021-12-13,Perlis,1st Booster,619
2021-12-13,Penang,1st Booster,9796
2021-12-13,Sabah,1st Booster,2368
2021-12-13,Sarawak,1st Booster,21114
2021-12-13,Selangor,1st Booster,25403
2021-12-13,Terengganu,1st Booster,3549
2021-12-13,Kuala Lumpur,1st Booster,17663
2021-12-13,Labuan,1st Booster,224
2021-12-13,Putrajaya,1st Booster,1395
2021-12-14,Johor,1st Booster,17155
2021-12-14,Kedah,1st Booster,7939
2021-12-14,Kelantan,1st Booster,3331
2021-12-14,Melaka,1st Booster,4994
2021-12-14,Negeri Sembilan,1st Booster,7894
2021-12-14,Pahang,1st Booster,6537
2021-12-14,Perak,1st Booster,8460
2021-12-14,Perlis,1st Booster,926
2021-12-14,Penang,1st Booster,10924
2021-12-14,Sabah,1st Booster,3126
2021-12-14,Sarawak,1st Booster,20419
2021-12-14,Selangor,1st Booster,37211
2021-12-14,Terengganu,1st Booster,3546
2021-12-14,Kuala Lumpur,1st Booster,22672
2021-12-14,Labuan,1st Booster,191
2021-12-14,Putrajaya,1st Booster,1554
2021-12-15,Johor,1st Booster,17818
2021-12-15,Kedah,1st Booster,9559
2021-12-15,Kelantan,1st Booster,3475
2021-12-15,Melaka,1st Booster,5575
2021-12-15,Negeri Sembilan,1st Booster,7008
2021-12-15,Pahang,1st Booster,7038
2021-12-15,Perak,1st Booster,8219
2021-12-15,Perlis,1st Booster,925
2021-12-15,Penang,1st Booster,11783
2021-12-15,Sabah,1st Booster,3543
2021-12-15,Sarawak,1st Booster,22071
2021-12-15,Selangor,1st Booster,40361
2021-12-15,Terengganu,1st Booster,3938
2021-12-15,Kuala Lumpur,1st Booster,22502
2021-12-15,Labuan,1st Booster,139
2021-12-15,Putrajaya,1st Booster,827
2021-12-16,Johor,1st Booster,18926
2021-12-16,Kedah,1st Booster,9964
2021-12-16,Kelantan,1st Booster,3683
2021-12-16,Melaka,1st Booster,5541
2021-12-16,Negeri Sembilan,1st Booster,7183
2021-12-16,Pahang,1st Booster,6894
2021-12-16,Perak,1st Booster,8996
2021-12-16,Perlis,1st Booster,885
2021-12-16,Penang,1st Booster,11916
2021-12-16,Sabah,1st Booster,4046
2021-12-16,Sarawak,1st Booster,19112
2021-12-16,Selangor,1st Booster,42211
2021-12-16,Terengganu,1st Booster,3501
2021-12-16,Kuala Lumpur,1st Booster,22637
2021-12-16,Labuan,1st Booster,128
2021-12-16,Putrajaya,1st Booster,889
2021-12-17,Johor,1st Booster,14002
2021-12-17,Kedah,1st Booster,8440
2021-12-17,Kelantan,1st Booster,1115
2021-12-17,Melaka,1st Booster,6209
2021-12-17,Negeri Sembilan,1st Booster,6863
2021-12-17,Pahang,1st Booster,5515
2021-12-17,Perak,1st Booster,11146
2021-12-17,Perlis,1st Booster,830
2021-12-17,Penang,1st Booster,12444
2021-12-17,Sabah,1st Booster,3976
2021-12-17,Sarawak,1st Booster,19419
2021-12-17,Selangor,1st Booster,42255
2021-12-17,Terengganu,1st Booster,1975
2021-12-17,Kuala Lumpur,1st Booster,22119
2021-12-17,Labuan,1st Booster,106
2021-12-17,Putrajaya,1st Booster,906
2021-12-18,Johor,1st Booster,9242
2021-12-18,Kedah,1st Booster,4986
2021-12-18,Kelantan,1st Booster,891
2021-12-18,Melaka,1st Booster,2713
2021-12-18,Negeri Sembilan,1st Booster,2135
2021-12-18,Pahang,1st Booster,2757
2021-12-18,Perak,1st Booster,4098
2021-12-18,Perlis,1st Booster,34
2021-12-18,Penang,1st Booster,8486
2021-12-18,Sabah,1st Booster,2924
2021-12-18,Sarawak,1st Booster,2369
2021-12-18,Selangor,1st Booster,18845
2021-12-18,Terengganu,1st Booster,2580
2021-12-18,Kuala Lumpur,1st Booster,7864
2021-12-18,Labuan,1st Booster,53
2021-12-18,Putrajaya,1st Booster,392
2021-12-19,Johor,1st Booster,11519
2021-12-19,Kedah,1st Booster,5746
2021-12-19,Kelantan,1st Booster,3162
2021-12-19,Melaka,1st Booster,2427
2021-12-19,Negeri Sembilan,1st Booster,1821
2021-12-19,Pahang,1st Booster,1266
2021-12-19,Perak,1st Booster,3292
2021-12-19,Perlis,1st Booster,48
2021-12-19,Penang,1st Booster,7965
2021-12-19,Sabah,1st Booster,1230
2021-12-19,Sarawak,1st Booster,11551
2021-12-19,Selangor,1st Booster,16258
2021-12-19,Terengganu,1st Booster,3790
2021-12-19,Kuala Lumpur,1st Booster,7044
2021-12-19,Labuan,1st Booster,0
2021-12-19,Putrajaya,1st Booster,430
2021-12-20,Johor,1st Booster,16175
2021-12-20,Kedah,1st Booster,6199
2021-12-20,Kelantan,1st Booster,4129
2021-12-20,Melaka,1st Booster,4035
2021-12-20,Negeri Sembilan,1st Booster,6479
2021-12-20,Pahang,1st Booster,3759
2021-12-20,Perak,1st Booster,10901
2021-12-20,Perlis,1st Booster,1424
2021-12-20,Penang,1st Booster,10765
2021-12-20,Sabah,1st Booster,4277
2021-12-20,Sarawak,1st Booster,19254
2021-12-20,Selangor,1st Booster,30178
2021-12-20,Terengganu,1st Booster,4545
2021-12-20,Kuala Lumpur,1st Booster,18181
2021-12-20,Labuan,1st Booster,101
2021-12-20,Putrajaya,1st Booster,1234
2021-12-21,Johor,1st Booster,18847
2021-12-21,Kedah,1st Booster,7229
2021-12-21,Kelantan,1st Booster,4729
2021-12-21,Melaka,1st Booster,5110
2021-12-21,Negeri Sembilan,1st Booster,8223
2021-12-21,Pahang,1st Booster,5184
2021-12-21,Perak,1st Booster,11545
2021-12-21,Perlis,1st Booster,1403
2021-12-21,Penang,1st Booster,11199
2021-12-21,Sabah,1st Booster,5404
2021-12-21,Sarawak,1st Booster,19120
2021-12-21,Selangor,1st Booster,39330
2021-12-21,Terengganu,1st Booster,4753
2021-12-21,Kuala Lumpur,1st Booster,20677
2021-12-21,Labuan,1st Booster,148
2021-12-21,Putrajaya,1st Booster,1128
2021-12-22,Johor,1st Booster,20202
2021-12-22,Kedah,1st Booster,7715
2021-12-22,Kelantan,1st Booster,4819
2021-12-22,Melaka,1st Booster,5784
2021-12-22,Negeri Sembilan,1st Booster,7543
2021-12-22,Pahang,1st Booster,4916
2021-12-22,Perak,1st Booster,11749
2021-12-22,Perlis,1st Booster,1336
2021-12-22,Penang,1st Booster,12193
2021-12-22,Sabah,1st Booster,5655
2021-12-22,Sarawak,1st Booster,18532
2021-12-22,Selangor,1st Booster,44763
2021-12-22,Terengganu,1st Booster,5102
2021-12-22,Kuala Lumpur,1st Booster,21757
2021-12-22,Labuan,1st Booster,145
2021-12-22,Putrajaya,1st Booster,1225
2021-12-23,Johor,1st Booster,22162
2021-12-23,Kedah,1st Booster,8255
2021-12-23,Kelantan,1st Booster,4246
2021-12-23,Melaka,1st Booster,6006
2021-12-23,Negeri Sembilan,1st Booster,7798
2021-12-23,Pahang,1st Booster,5271
2021-12-23,Perak,1st Booster,11560
2021-12-23,Perlis,1st Booster,1693
2021-12-23,Penang,1st Booster,12260
2021-12-23,Sabah,1st Booster,5065
2021-12-23,Sarawak,1st Booster,16227
2021-12-23,Selangor,1st Booster,44762
2021-12-23,Terengganu,1st Booster,5109
2021-12-23,Kuala Lumpur,1st Booster,21030
2021-12-23,Labuan,1st Booster,211
2021-12-23,Putrajaya,1st Booster,1290
2021-12-24,Johor,1st Booster,14470
2021-12-24,Kedah,1st Booster,6127
2021-12-24,Kelantan,1st Booster,1111
2021-12-24,Melaka,1st Booster,5896
2021-12-24,Negeri Sembilan,1st Booster,5757
2021-12-24,Pahang,1st Booster,4545
2021-12-24,Perak,1st Booster,9941
2021-12-24,Perlis,1st Booster,1274
2021-12-24,Penang,1st Booster,10987
2021-12-24,Sabah,1st Booster,1324
2021-12-24,Sarawak,1st Booster,13159
2021-12-24,Selangor,1st Booster,40992
2021-12-24,Terengganu,1st Booster,2226
2021-12-24,Kuala Lumpur,1st Booster,18923
2021-12-24,Labuan,1st Booster,206
2021-12-24,Putrajaya,1st Booster,1116
2021-12-25,Johor,1st Booster,6146
2021-12-25,Kedah,1st Booster,613
2021-12-25,Kelantan,1st Booster,705
2021-12-25,Melaka,1st Booster,1901
2021-12-25,Negeri Sembilan,1st Booster,299
2021-12-25,Pahang,1st Booster,1065
2021-12-25,Perak,1st Booster,684
2021-12-25,Perlis,1st Booster,0
2021-12-25,Penang,1st Booster,277
2021-12-25,Sabah,1st Booster,270
2021-12-25,Sarawak,1st Booster,738
2021-12-25,Selangor,1st Booster,6384
2021-12-25,Terengganu,1st Booster,2652
2021-12-25,Kuala Lumpur,1st Booster,2388
2021-12-25,Labuan,1st Booster,0
2021-12-25,Putrajaya,1st Booster,206
2021-12-26,Johor,1st Booster,11831
2021-12-26,Kedah,1st Booster,4699
2021-12-26,Kelantan,1st Booster,894
2021-12-26,Melaka,1st Booster,2508
2021-12-26,Negeri Sembilan,1st Booster,1571
2021-12-26,Pahang,1st Booster,1205
2021-12-26,Perak,1st Booster,1774
2021-12-26,Perlis,1st Booster,42
2021-12-26,Penang,1st Booster,5833
2021-12-26,Sabah,1st Booster,797
2021-12-26,Sarawak,1st Booster,3047
2021-12-26,Selangor,1st Booster,19110
2021-12-26,Terengganu,1st Booster,2183
2021-12-26,Kuala Lumpur,1st Booster,7424
2021-12-26,Labuan,1st Booster,1
2021-12-26,Putrajaya,1st Booster,429
2021-12-27,Johor,1st Booster,15741
2021-12-27,Kedah,1st Booster,6742
2021-12-27,Kelantan,1st Booster,3110
2021-12-27,Melaka,1st Booster,5684
2021-12-27,Negeri Sembilan,1st Booster,3967
2021-12-27,Pahang,1st Booster,4409
2021-12-27,Perak,1st Booster,8777
2021-12-27,Perlis,1st Booster,882
2021-12-27,Penang,1st Booster,9171
2021-12-27,Sabah,1st Booster,3095
2021-12-27,Sarawak,1st Booster,10839
2021-12-27,Selangor,1st Booster,32230
2021-12-27,Terengganu,1st Booster,4319
2021-12-27,Kuala Lumpur,1st Booster,14080
2021-12-27,Labuan,1st Booster,217
2021-12-27,Putrajaya,1st Booster,955
2021-12-28,Johor,1st Booster,20353
2021-12-28,Kedah,1st Booster,7969
2021-12-28,Kelantan,1st Booster,3428
2021-12-28,Melaka,1st Booster,7018
2021-12-28,Negeri Sembilan,1st Booster,4472
2021-12-28,Pahang,1st Booster,6227
2021-12-28,Perak,1st Booster,10848
2021-12-28,Perlis,1st Booster,1001
2021-12-28,Penang,1st Booster,9491
2021-12-28,Sabah,1st Booster,4775
2021-12-28,Sarawak,1st Booster,11074
2021-12-28,Selangor,1st Booster,39265
2021-12-28,Terengganu,1st Booster,4618
2021-12-28,Kuala Lumpur,1st Booster,17200
2021-12-28,Labuan,1st Booster,266
2021-12-28,Putrajaya,1st Booster,986
2021-12-29,Johor,1st Booster,23472
2021-12-29,Kedah,1st Booster,9711
2021-12-29,Kelantan,1st Booster,4195
2021-12-29,Melaka,1st Booster,8465
2021-12-29,Negeri Sembilan,1st Booster,6430
2021-12-29,Pahang,1st Booster,6874
2021-12-29,Perak,1st Booster,14003
2021-12-29,Perlis,1st Booster,1353
2021-12-29,Penang,1st Booster,12410
2021-12-29,Sabah,1st Booster,6237
2021-12-29,Sarawak,1st Booster,12627
2021-12-29,Selangor,1st Booster,48708
2021-12-29,Terengganu,1st Booster,5365
2021-12-29,Kuala Lumpur,1st Booster,20449
2021-12-29,Labuan,1st Booster,255
2021-12-29,Putrajaya,1st Booster,1029
2021-12-30,Johor,1st Booster,27918
2021-12-30,Kedah,1st Booster,9253
2021-12-30,Kelantan,1st Booster,4374
2021-12-30,Melaka,1st Booster,8522
2021-12-30,Negeri Sembilan,1st Booster,7081
2021-12-30,Pahang,1st Booster,9069
2021-12-30,Perak,1st Booster,14751
2021-12-30,Perlis,1st Booster,1401
2021-12-30,Penang,1st Booster,14567
2021-12-30,Sabah,1st Booster,6016
2021-12-30,Sarawak,1st Booster,13498
2021-12-30,Selangor,1st Booster,56219
2021-12-30,Terengganu,1st Booster,5656
2021-12-30,Kuala Lumpur,1st Booster,22338
2021-12-30,Labuan,1st Booster,228
2021-12-30,Putrajaya,1st Booster,1179
2021-12-31,Johor,1st Booster,20575
2021-12-31,Kedah,1st Booster,5614
2021-12-31,Kelantan,1st Booster,767
2021-12-31,Melaka,1st Booster,8040
2021-12-31,Negeri Sembilan,1st Booster,7188
2021-12-31,Pahang,1st Booster,8101
2021-12-31,Perak,1st Booster,16479
2021-12-31,Perlis,1st Booster,1089
2021-12-31,Penang,1st Booster,15579
2021-12-31,Sabah,1st Booster,4513
2021-12-31,Sarawak,1st Booster,12036
2021-12-31,Selangor,1st Booster,51977
2021-12-31,Terengganu,1st Booster,2432
2021-12-31,Kuala Lumpur,1st Booster,22668
2021-12-31,Labuan,1st Booster,197
2021-12-31,Putrajaya,1st Booster,1177
2022-01-01,Johor,1st Booster,10098
2022-01-01,Kedah,1st Booster,2592
2022-01-01,Kelantan,1st Booster,854
2022-01-01,Melaka,1st Booster,2690
2022-01-01,Negeri Sembilan,1st Booster,282
2022-01-01,Pahang,1st Booster,1356
2022-01-01,Perak,1st Booster,1427
2022-01-01,Perlis,1st Booster,1
2022-01-01,Penang,1st Booster,177
2022-01-01,Sabah,1st Booster,1289
2022-01-01,Sarawak,1st Booster,807
2022-01-01,Selangor,1st Booster,11963
2022-01-01,Terengganu,1st Booster,4148
2022-01-01,Kuala Lumpur,1st Booster,3063
2022-01-01,Labuan,1st Booster,0
2022-01-01,Putrajaya,1st Booster,130
2022-01-02,Johor,1st Booster,15866
2022-01-02,Kedah,1st Booster,5972
2022-01-02,Kelantan,1st Booster,2900
2022-01-02,Melaka,1st Booster,1732
2022-01-02,Negeri Sembilan,1st Booster,1807
2022-01-02,Pahang,1st Booster,2040
2022-01-02,Perak,1st Booster,2444
2022-01-02,Perlis,1st Booster,38
2022-01-02,Penang,1st Booster,12234
2022-01-02,Sabah,1st Booster,1658
2022-01-02,Sarawak,1st Booster,7532
2022-01-02,Selangor,1st Booster,25834
2022-01-02,Terengganu,1st Booster,5205
2022-01-02,Kuala Lumpur,1st Booster,8296
2022-01-02,Labuan,1st Booster,0
2022-01-02,Putrajaya,1st Booster,298
2022-01-03,Johor,1st Booster,22673
2022-01-03,Kedah,1st Booster,10172
2022-01-03,Kelantan,1st Booster,4896
2022-01-03,Melaka,1st Booster,6995
2022-01-03,Negeri Sembilan,1st Booster,8333
2022-01-03,Pahang,1st Booster,7844
2022-01-03,Perak,1st Booster,16006
2022-01-03,Perlis,1st Booster,1239
2022-01-03,Penang,1st Booster,16391
2022-01-03,Sabah,1st Booster,6468
2022-01-03,Sarawak,1st Booster,19522
2022-01-03,Selangor,1st Booster,56082
2022-01-03,Terengganu,1st Booster,6075
2022-01-03,Kuala Lumpur,1st Booster,22652
2022-01-03,Labuan,1st Booster,464
2022-01-03,Putrajaya,1st Booster,1175
2022-01-04,Johor,1st Booster,28002
2022-01-04,Kedah,1st Booster,11509
2022-01-04,Kelantan,1st Booster,5467
2022-01-04,Melaka,1st Booster,9444
2022-01-04,Negeri Sembilan,1st Booster,9566
2022-01-04,Pahang,1st Booster,10997
2022-01-04,Perak,1st Booster,17845
2022-01-04,Perlis,1st Booster,1322
2022-01-04,Penang,1st Booster,18967
2022-01-04,Sabah,1st Booster,8235
2022-01-04,Sarawak,1st Booster,18032
2022-01-04,Selangor,1st Booster,64811
2022-01-04,Terengganu,1st Booster,6803
2022-01-04,Kuala Lumpur,1st Booster,26211
2022-01-04,Labuan,1st Booster,676
2022-01-04,Putrajaya,1st Booster,1432
2022-01-05,Johor,1st Booster,27001
2022-01-05,Kedah,1st Booster,11937
2022-01-05,Kelantan,1st Booster,5445
2022-01-05,Melaka,1st Booster,9633
2022-01-05,Negeri Sembilan,1st Booster,9376
2022-01-05,Pahang,1st Booster,11477
2022-01-05,Perak,1st Booster,18561
2022-01-05,Perlis,1st Booster,1451
2022-01-05,Penang,1st Booster,19563
2022-01-05,Sabah,1st Booster,9223
2022-01-05,Sarawak,1st Booster,17586
2022-01-05,Selangor,1st Booster,66511
2022-01-05,Terengganu,1st Booster,7128
2022-01-05,Kuala Lumpur,1st Booster,26461
2022-01-05,Labuan,1st Booster,704
2022-01-05,Putrajaya,1st Booster,1309
2022-01-06,Johor,1st Booster,28563
2022-01-06,Kedah,1st Booster,12937
2022-01-06,Kelantan,1st Booster,5745
2022-01-06,Melaka,1st Booster,8914
2022-01-06,Negeri Sembilan,1st Booster,10620
2022-01-06,Pahang,1st Booster,12512
2022-01-06,Perak,1st Booster,18873
2022-01-06,Perlis,1st Booster,1293
2022-01-06,Penang,1st Booster,19568
2022-01-06,Sabah,1st Booster,11635
2022-01-06,Sarawak,1st Booster,17813
2022-01-06,Selangor,1st Booster,66808
2022-01-06,Terengganu,1st Booster,6622
2022-01-06,Kuala Lumpur,1st Booster,25895
2022-01-06,Labuan,1st Booster,1011
2022-01-06,Putrajaya,1st Booster,1341
2022-01-07,Johor,1st Booster,19934
2022-01-07,Kedah,1st Booster,8587
2022-01-07,Kelantan,1st Booster,1364
2022-01-07,Melaka,1st Booster,8391
2022-01-07,Negeri Sembilan,1st Booster,9128
2022-01-07,Pahang,1st Booster,10840
2022-01-07,Perak,1st Booster,17881
2022-01-07,Perlis,1st Booster,1120
2022-01-07,Penang,1st Booster,17979
2022-01-07,Sabah,1st Booster,12007
2022-01-07,Sarawak,1st Booster,20120
2022-01-07,Selangor,1st Booster,58254
2022-01-07,Terengganu,1st Booster,2965
2022-01-07,Kuala Lumpur,1st Booster,24228
2022-01-07,Labuan,1st Booster,975
2022-01-07,Putrajaya,1st Booster,1557
2022-01-08,Johor,1st Booster,16424
2022-01-08,Kedah,1st Booster,5413
2022-01-08,Kelantan,1st Booster,1195
2022-01-08,Melaka,1st Booster,3437
2022-01-08,Negeri Sembilan,1st Booster,4117
2022-01-08,Pahang,1st Booster,6448
2022-01-08,Perak,1st Booster,7177
2022-01-08,Perlis,1st Booster,13
2022-01-08,Penang,1st Booster,12677
2022-01-08,Sabah,1st Booster,7427
2022-01-08,Sarawak,1st Booster,13422
2022-01-08,Selangor,1st Booster,33903
2022-01-08,Terengganu,1st Booster,3839
2022-01-08,Kuala Lumpur,1st Booster,8577
2022-01-08,Labuan,1st Booster,676
2022-01-08,Putrajaya,1st Booster,473
2022-01-09,Johor,1st Booster,16962
2022-01-09,Kedah,1st Booster,7498
2022-01-09,Kelantan,1st Booster,3118
2022-01-09,Melaka,1st Booster,3139
2022-01-09,Negeri Sembilan,1st Booster,2776
2022-01-09,Pahang,1st Booster,4003
2022-01-09,Perak,1st Booster,5337
2022-01-09,Perlis,1st Booster,47
2022-01-09,Penang,1st Booster,12241
2022-01-09,Sabah,1st Booster,3939
2022-01-09,Sarawak,1st Booster,6831
2022-01-09,Selangor,1st Booster,31506
2022-01-09,Terengganu,1st Booster,4844
2022-01-09,Kuala Lumpur,1st Booster,7399
2022-01-09,Labuan,1st Booster,0
2022-01-09,Putrajaya,1st Booster,393
2022-01-10,Johor,1st Booster,25659
2022-01-10,Kedah,1st Booster,11040
2022-01-10,Kelantan,1st Booster,4029
2022-01-10,Melaka,1st Booster,6717
2022-01-10,Negeri Sembilan,1st Booster,9416
2022-01-10,Pahang,1st Booster,9934
2022-01-10,Perak,1st Booster,14159
2022-01-10,Perlis,1st Booster,1049
2022-01-10,Penang,1st Booster,15509
2022-01-10,Sabah,1st Booster,10166
2022-01-10,Sarawak,1st Booster,15051
2022-01-10,Selangor,1st Booster,66155
2022-01-10,Terengganu,1st Booster,6634
2022-01-10,Kuala Lumpur,1st Booster,24113
2022-01-10,Labuan,1st Booster,963
2022-01-10,Putrajaya,1st Booster,1433
2022-01-11,Johor,1st Booster,30873
2022-01-11,Kedah,1st Booster,12352
2022-01-11,Kelantan,1st Booster,4680
2022-01-11,Melaka,1st Booster,9596
2022-01-11,Negeri Sembilan,1st Booster,10221
2022-01-11,Pahang,1st Booster,12393
2022-01-11,Perak,1st Booster,16516
2022-01-11,Perlis,1st Booster,1231
2022-01-11,Penang,1st Booster,17900
2022-01-11,Sabah,1st Booster,12882
2022-01-11,Sarawak,1st Booster,13532
2022-01-11,Selangor,1st Booster,74365
2022-01-11,Terengganu,1st Booster,7101
2022-01-11,Kuala Lumpur,1st Booster,26192
2022-01-11,Labuan,1st Booster,1117
